ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
1972,893031,106.45656,893031,49,893031,64447,893030,
2034,893035,106.30280000000002,893035,51,893035,64447,893030,
2172,893061,106.22592,893061,50,893061,64419,893060,
2020,893071,105.91840000000002,893071,50,893071,64410,893069,
2096,893075,105.99528000000001,893075,51,893075,64410,893069,
2176,893079,105.91840000000002,893079,50,893079,64398,893079,
2158,893081,106.14904000000001,893081,51,893081,64398,893079,
2045,893085,105.99528000000001,893085,50,893085,64398,893079,
2172,893097,105.76464000000001,893097,50,893097,64434,893097,
2096,893121,105.61088000000001,893121,51,893121,64428,893119,
2105,893125,105.61088000000001,893125,51,893125,64428,893119,
2099,893127,105.53399999999999,893127,50,893127,64410,893127,
2094,893129,105.38024000000001,893129,51,893129,64404,893129,
2118,893149,105.22648000000001,893149,51,893149,64421,893149,
2071,893169,105.14959999999999,893169,51,893169,64431,893169,
2092,893179,104.99584000000002,893179,51,893179,64428,893179,
2076,893185,104.91896,893185,51,893185,64428,893179,
2045,893187,104.91896,893187,50,893187,64428,893187,
2024,893189,104.84208000000001,893189,51,893189,64425,893189,
2087,893195,104.84208000000001,893195,52,893195,64425,893189,
2082,893201,104.84208000000001,893201,51,893201,64417,893202,
2102,893205,104.84208000000001,893205,51,893205,64417,893202,
2119,893207,104.84208000000001,893207,51,893207,64417,893202,
2176,893221,104.84208000000001,893221,50,893221,64430,893222,
2109,893229,104.84208000000001,893229,51,893229,64459,893229,
2069,893251,104.7652,893251,51,893251,64471,893252,
2085,893289,104.07328000000001,893289,51,893289,64429,893289,
2094,893291,104.15016,893291,51,893291,64441,893291,
2126,893297,103.9964,893297,51,893297,64441,893291,
2128,893299,103.9964,893299,51,893299,64441,893299,
2105,893301,103.9964,893301,51,893301,64456,893301,
1970,893307,104.07328000000001,893307,52,893307,64456,893301,
1936,893309,104.07328000000001,893309,51,893309,64454,893309,
2032,893321,103.84264000000002,893321,51,893321,64469,893321,
2218,893341,103.68888000000001,893341,52,893341,64465,893341,
2028,893369,103.53512,893369,51,893369,64465,893369,
2029,893371,103.38136,893371,52,893371,64474,893371,
2316,893401,103.2276,893401,52,893401,64413,893401,
2741,893407,103.2276,893407,52,893407,64413,893401,
2885,893409,103.2276,893409,52,893409,64428,893409,
3088,893421,103.07384000000002,893421,52,893421,64423,893421,
1602,893449,103.53512,893449,51,893449,64454,893449,
2018,893471,102.76632000000001,893471,51,893471,64461,893471,
2034,893491,102.61256,893491,51,893491,64475,893490,
2116,893497,102.61256,893497,51,893497,64456,893498,
2178,893499,102.4588,893499,52,893499,64454,893500,
2222,893501,102.53568000000001,893501,51,893501,64454,893500,
2150,893526,102.30504000000002,893526,51,893526,64477,893521,
2109,893527,102.4588,893527,51,893527,64469,893528,
2112,893547,102.0744,893547,51,893547,64466,893540,
2032,893589,102.53568000000001,893589,53,893589,64425,893589,
2241,893597,102.68944000000002,893597,53,893597,64436,893597,
2261,893599,102.76632000000001,893599,53,893599,64416,893599,
2273,893601,102.8432,893601,53,893601,64416,893599,
2269,893605,102.8432,893605,53,893605,64416,893599,
2260,893619,103.30448000000001,893619,53,893619,64467,893619,
2218,893627,103.45824000000002,893627,52,893627,64436,893627,
2192,893629,103.612,893629,53,893629,64447,893629,
2193,893645,103.91952,893645,56,893645,64457,893639,
2109,893649,103.91952,893649,53,893649,64453,893649,
2290,893657,103.9964,893657,54,893657,64454,893657,
1858,893691,103.9964,893691,51,893691,64414,893692,
1880,893697,103.9964,893697,50,893697,64488,893697,
1880,893699,103.9964,893699,51,893699,64488,893697,
1864,893701,104.07328000000001,893701,51,893701,64489,893702,
1997,893719,103.76576,893719,51,893719,64441,893719,
1964,893741,103.68888000000001,893741,51,893741,64447,893741,
1804,893747,103.84264000000002,893747,50,893747,64447,893741,
1960,893791,103.2276,893791,50,893791,64434,893791,
2192,893799,103.15072,893799,50,893799,64440,893799,
2225,893801,103.15072,893801,50,893801,64417,893801,
2049,893827,102.61256,893827,49,893827,64377,893821,
2040,893829,102.76632000000001,893829,50,893829,64387,893829,
2109,893841,102.4588,893841,50,893841,64356,893841,
1998,893869,102.22816,893869,50,893869,64302,893869,
2159,893881,102.22816,893881,50,893881,64285,893881,
2018,893887,102.15128000000001,893887,51,893887,64285,893881,
1990,893889,102.0744,893889,51,893889,64293,893889,
1985,893891,102.15128000000001,893891,50,893891,64297,893891,
1909,893911,101.84376,893911,51,893911,64286,893911,
1979,893931,101.69,893931,51,893931,64299,893931,
2211,893939,101.84376,893939,51,893939,64279,893939,
2222,893941,101.69,893941,51,893941,64312,893941,
2010,893947,101.69,893947,51,893947,64312,893941,
1935,893949,101.61312000000001,893949,51,893949,64316,893950,
1976,893987,101.3056,893987,51,893987,64288,893980,
1978,893989,101.3056,893989,51,893989,64262,893989,
2017,893991,101.22872000000001,893991,50,893991,64262,893989,
2069,894007,101.07496,894007,50,894007,64325,894007,
2076,894011,101.07496,894011,51,894011,64318,894009,
2089,894027,100.76744,894027,50,894027,64291,894027,
1997,894035,100.69056,894035,50,894035,64305,894029,
2025,894037,100.69056,894037,51,894037,64264,894037,
2069,894041,100.9212,894041,50,894041,64263,894039,
2065,894045,100.61368000000002,894045,51,894045,64263,894039,
2054,894047,100.45992000000001,894047,50,894047,64275,894047,
2080,894049,100.45992000000001,894049,51,894049,64272,894049,
2021,894065,100.30616,894065,51,894065,64263,894059,
2169,894081,100.07552000000001,894081,50,894081,64302,894079,
2129,894085,100.30616,894085,51,894085,64302,894079,
2150,894087,100.1524,894087,51,894087,64271,894087,
2195,894089,100.07552000000001,894089,51,894089,64292,894089,
2055,894101,100.07552000000001,894101,50,894101,64296,894099,
2045,894125,99.69112000000001,894125,51,894125,64308,894122,
1950,894129,99.61424,894129,51,894129,64347,894129,
1954,894131,99.84488000000002,894131,49,894131,64302,894132,
2018,894141,99.53736,894141,51,894141,64271,894142,
1970,894145,99.46048000000002,894145,51,894145,64271,894142,
1948,894147,99.15296000000001,894147,52,894147,64271,894142,
1942,894149,99.46048000000002,894149,51,894149,64352,894149,
2088,894179,99.07608000000002,894179,51,894179,64365,894179,
1972,894191,99.07608000000002,894191,51,894191,64359,894192,
2117,894197,98.9992,894197,52,894197,64359,894192,
2108,894199,98.92232000000001,894199,51,894199,64345,894199,
2075,894209,98.76856000000001,894209,51,894209,64341,894209,
2052,894211,98.84544,894211,51,894211,64354,894211,
2072,894217,98.76856000000001,894217,52,894217,64354,894211,
2201,894231,98.53792000000001,894231,51,894231,64388,894231,
2944,894239,98.69168000000002,894239,52,894239,64383,894239,
3066,894241,98.6148,894241,52,894241,64392,894241,
2912,894247,98.9992,894247,51,894247,64392,894241,
2780,894249,98.38416000000001,894249,52,894249,64406,894249,
1822,894261,98.38416000000001,894261,51,894261,64395,894261,
1684,894279,98.30727999999999,894279,51,894279,64409,894279,
1840,894281,98.2304,894281,51,894281,64389,894281,
1994,894287,98.2304,894287,52,894287,64389,894281,
1950,894289,98.2304,894289,52,894289,64386,894289,
2117,894309,97.92287999999999,894309,51,894309,64363,894309,
2242,894361,97.61536000000001,894361,52,894361,64397,894361,
2031,894371,97.53847999999999,894371,51,894371,64377,894371,
2081,894377,97.4616,894377,52,894377,64377,894371,
2128,894379,97.61536000000001,894379,52,894379,64395,894379,
1979,894391,97.4616,894391,52,894391,64410,894391,
2278,894397,97.38472000000002,894397,52,894397,64410,894391,
2323,894399,97.4616,894399,52,894399,64395,894399,
2206,894417,97.69224,894417,52,894417,64395,894417,
2090,894431,97.92287999999999,894431,53,894431,64426,894429,
2224,894435,97.99976000000001,894435,53,894435,64426,894429,
2368,894439,98.2304,894439,53,894439,64429,894439,
2080,894449,98.38416000000001,894449,54,894449,64423,894449,
2187,894487,99.22984,894487,53,894487,64414,894487,
2147,894489,99.30672000000001,894489,53,894489,64436,894489,
1730,894525,99.07608000000002,894525,51,894525,64390,894525,
1652,894529,99.15296000000001,894529,50,894529,64425,894529,
1940,894611,99.22984,894611,51,894611,64052,894612,
2016,894617,98.92232000000001,894617,51,894617,64052,894612,
2098,894619,98.92232000000001,894619,50,894619,64079,894619,
2145,894621,98.76856000000001,894621,50,894621,63999,894622,
2114,894625,98.84544,894625,50,894625,63999,894622,
2080,894627,98.84544,894627,50,894627,63999,894622,
2066,894629,98.76856000000001,894629,50,894629,64023,894629,
1970,894647,98.53792000000001,894647,50,894647,63921,894642,
2033,894651,98.38416000000001,894651,50,894651,63866,894652,
2113,894669,98.30727999999999,894669,51,894669,63759,894669,
1973,894679,98.2304,894679,51,894679,63694,894679,
2022,894681,98.2304,894681,50,894681,63693,894681,
2094,894689,98.2304,894689,51,894689,63679,894689,
1983,894707,97.92287999999999,894707,51,894707,63670,894701,
1946,894711,97.846,894711,50,894711,63651,894711,
1965,894741,97.69224,894741,50,894741,63656,894741,
2078,894747,97.846,894747,51,894747,63656,894741,
2032,894767,97.61536000000001,894767,51,894767,63642,894761,
2030,894771,97.53847999999999,894771,51,894771,63605,894771,
2099,894779,97.38472000000002,894779,51,894779,63604,894779,
2093,894781,97.30784,894781,51,894781,63588,894781,
2200,894819,97.0772,894819,52,894819,63627,894819,
2055,894829,96.76968,894829,51,894829,63634,894829,
1952,894871,96.38528,894871,50,894871,63681,894870,
2052,894875,96.23152000000002,894875,50,894875,63681,894870,
2112,894877,96.3084,894877,51,894877,63666,894878,
2060,894911,95.924,894911,51,894911,63676,894909,
2128,894925,95.69336000000001,894925,52,894925,63663,894919,
2075,894927,95.77024,894927,50,894927,63746,894927,
2037,894931,95.53960000000001,894931,52,894931,63757,894929,
2104,894935,95.53960000000001,894935,52,894935,63757,894929,
2140,894937,95.46272000000002,894937,51,894937,63715,894937,
2153,894939,95.69336000000001,894939,51,894939,63741,894939,
1846,894951,95.38584,894951,51,894951,63755,894949,
2081,894959,95.30896000000001,894959,51,894959,63752,894959,
1945,894975,95.23208,894975,51,894975,63730,894969,
2034,894995,94.84768,894995,51,894995,63729,894989,
1960,895009,94.77080000000001,895009,51,895009,63791,895009,
2068,895019,94.77080000000001,895019,51,895019,63806,895019,
2037,895021,94.61704,895021,51,895021,63806,895019,
2005,895025,94.61704,895025,51,895025,63806,895019,
2094,895039,94.46328,895039,51,895039,63832,895039,
2137,895041,94.46328,895041,52,895041,63823,895042,
2691,895059,94.46328,895059,51,895059,63879,895057,
1838,895111,94.00200000000001,895111,51,895111,63898,895111,
2260,895119,93.69448,895119,52,895119,63899,895119,
1899,895131,93.69448,895131,51,895131,63928,895131,
2054,895157,93.31008,895157,51,895157,63966,895151,
2105,895161,93.38696000000002,895161,51,895161,63988,895161,
2082,895169,93.38696000000002,895169,52,895169,63998,895169,
2205,895181,93.23320000000001,895181,51,895181,63999,895181,
2021,895211,93.15632,895211,51,895211,64028,895211,
2218,895219,93.31008,895219,52,895219,64006,895219,
2020,895231,93.00256000000002,895231,52,895231,63999,895231,
2252,895237,93.23320000000001,895237,53,895237,63999,895231,
2077,895271,94.15576000000001,895271,53,895271,64028,895271,
2110,895291,94.61704,895291,54,895291,64026,895291,
2269,895299,94.69391999999999,895299,54,895299,64052,895299,
2224,895301,94.77080000000001,895301,54,895301,64046,895301,
2173,895307,94.46328,895307,53,895307,64046,895301,
2168,895309,94.69391999999999,895309,53,895309,64065,895309,
2252,895321,94.69391999999999,895321,52,895321,64087,895321,
1793,895349,94.77080000000001,895349,51,895349,64025,895350,
1870,895359,94.77080000000001,895359,51,895359,63984,895360,
1784,895371,94.84768,895371,51,895371,63873,895369,
1860,895395,94.84768,895395,51,895395,63652,895389,
1917,895397,94.84768,895397,50,895397,63552,895397,
1985,895399,94.77080000000001,895399,51,895399,63520,895399,
2056,895405,94.84768,895405,51,895405,63520,895399,
1955,895415,94.77080000000001,895415,51,895415,63330,895409,
2090,895435,94.69391999999999,895435,51,895435,63178,895429,
2075,895445,94.61704,895445,51,895445,63128,895439,
2176,895459,94.54016000000001,895459,51,895459,63087,895459,
1972,895471,94.46328,895471,51,895471,63068,895469,
2062,895487,94.07888,895487,50,895487,63064,895487,
2027,895489,94.07888,895489,50,895489,63050,895489,
2066,895495,94.23264,895495,51,895495,63050,895489,
2069,895529,93.69448,895529,50,895529,63130,895527,
2022,895538,93.77136000000002,895538,50,895538,63142,895532,
2041,895539,93.61760000000001,895539,51,895539,63158,895539,
2172,895561,93.46384,895561,52,895561,63189,895561,
2118,895569,93.31008,895569,51,895569,63192,895569,
2082,895571,93.23320000000001,895571,50,895571,63211,895571,
1928,895578,93.31008,895578,50,895578,63211,895571,
1930,895579,93.00256000000002,895579,50,895579,63224,895579,
2178,895598,93.00256000000002,895598,51,895598,63279,895591,
2158,895599,93.07944,895599,50,895599,63276,895599,
2118,895619,92.84880000000001,895619,51,895619,63316,895619,
1973,895631,92.61816000000002,895631,51,895631,63287,895631,
1998,895638,92.61816000000002,895638,51,895638,63287,895631,
2052,895639,92.77192,895639,52,895639,63340,895639,
2009,895651,92.38752,895651,51,895651,63264,895651,
2209,895661,92.46440000000001,895661,51,895661,63298,895661,
2172,895668,92.46440000000001,895668,51,895668,63298,895661,
2048,895681,92.31064,895681,52,895681,63331,895681,
2007,895688,92.15688,895688,51,895688,63331,895681,
2081,895721,91.84936000000002,895721,51,895721,63382,895721,
2244,895741,91.61872,895741,51,895741,63422,895741,
1941,895749,91.46495999999999,895749,51,895749,63444,895750,
1926,895751,91.38808,895751,51,895751,63444,895750,
2094,895771,91.15744000000001,895771,51,895771,63486,895769,
2173,895775,91.08055999999999,895775,50,895775,63486,895769,
1856,895789,90.92680000000001,895789,51,895789,63523,895789,
1885,895791,90.92680000000001,895791,51,895791,63523,895789,
2141,895799,91.08055999999999,895799,51,895799,63519,895800,
1939,895827,90.54240000000001,895827,51,895827,63560,895827,
1920,895831,90.69615999999999,895831,51,895831,63493,895829,
2137,895839,90.61928,895839,51,895839,63505,895840,
2168,895841,90.46552,895841,51,895841,63505,895840,
1916,895857,90.31175999999999,895857,51,895857,63519,895857,
1997,895859,90.31175999999999,895859,51,895859,63549,895860,
2050,895861,90.31175999999999,895861,51,895861,63549,895860,
2156,895877,90.31175999999999,895877,51,895877,63587,895877,
2105,895881,90.15800000000002,895881,51,895881,63604,895879,
1988,895885,90.23488,895885,52,895885,63604,895879,
2150,895899,90.08112,895899,51,895899,63625,895900,
2301,895911,89.92736,895911,52,895911,63637,895909,
3110,895925,89.69672,895925,52,895925,63650,895920,
3060,895927,89.61984000000001,895927,52,895927,63641,895928,
2994,895929,89.85048,895929,52,895929,63641,895928,
2923,895931,89.69672,895931,52,895931,63641,895928,
2637,895935,89.69672,895935,52,895935,63641,895928,
1310,895955,89.23544000000001,895955,51,895955,63682,895949,
1836,895971,89.38920000000002,895971,51,895971,63688,895972,
1922,895991,89.15856,895991,51,895991,63688,895992,
2058,895995,89.15856,895995,51,895995,63688,895992,
2166,895997,89.23544000000001,895997,51,895997,63688,895992,
2267,895999,89.08168,895999,52,895999,63769,895999,
1980,896011,89.00480000000002,896011,51,896011,63783,896012,
1948,896027,88.92792,896027,51,896027,63748,896026,
1993,896029,88.77416,896029,51,896029,63739,896029,
2089,896031,88.77416,896031,52,896031,63780,896032,
2000,896049,88.62040000000002,896049,52,896049,63809,896047,
2052,896051,88.62040000000002,896051,51,896051,63756,896052,
2211,896057,88.69728,896057,52,896057,63756,896052,
2072,896071,88.54352,896071,52,896071,63820,896071,
2133,896081,88.62040000000002,896081,52,896081,63836,896081,
2286,896117,89.31232,896117,50,896117,63843,896111,
2257,896121,89.38920000000002,896121,53,896121,63849,896121,
2081,896127,89.61984000000001,896127,54,896127,63849,896121,
2094,896131,89.69672,896131,54,896131,63860,896131,
2258,896137,90.00424000000001,896137,54,896137,63860,896131,
2268,896139,89.85048,896139,54,896139,63857,896139,
2225,896151,90.15800000000002,896151,53,896151,63849,896151,
2229,896177,90.31175999999999,896177,52,896177,63818,896171,
2187,896181,90.31175999999999,896181,51,896181,63832,896181,
2018,896187,90.23488,896187,52,896187,63832,896181,
1864,896221,90.38864000000001,896221,52,896221,63481,896221,
1630,896229,90.54240000000001,896229,51,896229,63406,896229,
2096,896241,90.46552,896241,52,896241,63119,896241,
1817,896249,90.54240000000001,896249,50,896249,63040,896249,
2003,896265,90.46552,896265,51,896265,62973,896260,
1955,896271,90.31175999999999,896271,50,896271,62904,896270,
1941,896276,90.46552,896276,51,896276,62904,896270,
2003,896289,90.15800000000002,896289,51,896289,62823,896289,
1952,896309,90.23488,896309,50,896309,62846,896309,
1982,896311,90.00424000000001,896311,50,896311,62846,896309,
2078,896315,90.15800000000002,896315,50,896315,62846,896309,
2132,896317,90.00424000000001,896317,50,896317,62821,896317,
2132,896337,89.69672,896337,49,896337,62791,896337,
2162,896339,89.69672,896339,49,896339,62816,896339,
2153,896341,89.61984000000001,896341,50,896341,62816,896339,
2170,896365,89.38920000000002,896365,51,896365,62810,896359,
2121,896379,89.38920000000002,896379,50,896379,62871,896379,
2188,896399,89.00480000000002,896399,51,896399,62960,896399,
2120,896401,89.00480000000002,896401,51,896401,62960,896399,
1931,896405,89.00480000000002,896405,51,896405,62960,896399,
1924,896407,89.00480000000002,896407,50,896407,62961,896407,
1972,896409,88.92792,896409,51,896409,62983,896409,
1992,896447,88.54352,896447,50,896447,63091,896446,
2097,896457,88.38976,896457,51,896457,63068,896452,
2042,896469,88.46664000000001,896469,51,896469,63172,896469,
1985,896471,88.38976,896471,51,896471,63139,896472,
2137,896497,88.08224000000001,896497,51,896497,63224,896497,
2140,896499,88.00536,896499,51,896499,63224,896497,
2090,896521,87.85159999999999,896521,51,896521,63254,896522,
2129,896539,87.85159999999999,896539,51,896539,63238,896539,
2068,896541,87.85159999999999,896541,51,896541,63236,896542,
2033,896547,87.69784000000001,896547,51,896547,63238,896547,
2048,896549,87.62096,896549,51,896549,63238,896547,
2043,896551,87.54408000000001,896551,51,896551,63236,896552,
2102,896557,87.54408000000001,896557,51,896557,63236,896552,
2133,896559,87.54408000000001,896559,51,896559,63207,896559,
2081,896577,87.23656,896577,51,896577,63277,896571,
2147,896579,87.46719999999999,896579,51,896579,63303,896579,
2069,896597,87.15968000000001,896597,51,896597,63307,896591,
2176,896611,87.00592,896611,51,896611,63302,896611,
2313,896637,86.69839999999999,896637,51,896637,63291,896631,
2275,896641,86.54464000000002,896641,51,896641,63311,896641,
1981,896647,86.62152,896647,51,896647,63311,896641,
1981,896651,86.54464000000002,896651,51,896651,63349,896651,
2187,896657,86.54464000000002,896657,51,896657,63349,896651,
2069,896677,86.39088000000001,896677,51,896677,63392,896671,
2111,896679,86.16024000000002,896679,51,896679,63406,896679,
2075,896717,86.08336,896717,51,896717,63459,896718,
1995,896731,85.85272,896731,51,896731,63471,896730,
2053,896741,85.85272,896741,51,896741,63482,896740,
2106,896746,85.85272,896746,51,896746,63482,896740,
2040,896759,85.69896,896759,51,896759,63503,896759,
2009,896761,85.62208000000001,896761,50,896761,63503,896759,
1945,896765,85.62208000000001,896765,52,896765,63503,896759,
2013,896769,85.62208000000001,896769,51,896769,63502,896769,
2485,896791,85.46832,896791,51,896791,63569,896789,
3171,896801,85.1608,896801,52,896801,63578,896799,
3137,896805,85.23768000000001,896805,52,896805,63578,896799,
2972,896807,85.31456,896807,52,896807,63552,896807,
2745,896809,85.23768000000001,896809,51,896809,63541,896809,
1026,896825,85.1608,896825,50,896825,63565,896819,
1168,896827,85.1608,896827,50,896827,63584,896827,
1330,896829,85.1608,896829,51,896829,63553,896829,
1900,896845,84.93016,896845,51,896845,63569,896839,
2254,896859,85.00704000000002,896859,51,896859,63625,896859,
2178,896877,84.7764,896877,51,896877,63641,896877,
2234,896881,84.7764,896881,51,896881,63638,896879,
2108,896885,84.46888000000001,896885,51,896885,63638,896879,
2035,896887,84.69952,896887,51,896887,63653,896887,
2008,896889,84.62264000000002,896889,52,896889,63661,896889,
2029,896891,84.69952,896891,52,896891,63658,896892,
1898,896909,84.392,896909,51,896909,63704,896909,
1965,896931,84.16136,896931,52,896931,63678,896932,
2088,896949,84.23823999999999,896949,51,896949,63720,896949,
1977,896971,84.23823999999999,896971,53,896971,63727,896971,
2205,896977,84.46888000000001,896977,53,896977,63727,896971,
2260,896997,85.08392,896997,54,896997,63768,896991,
2274,896999,85.00704000000002,896999,54,896999,63773,896999,
2253,897011,85.23768000000001,897011,54,897011,63791,897011,
2346,897037,85.62208000000001,897037,53,897037,63805,897031,
2358,897039,85.5452,897039,53,897039,63818,897039,
2084,897059,85.77584000000002,897059,51,897059,63793,897059,
1997,897061,85.85272,897061,52,897061,63777,897061,
1949,897081,85.69896,897081,51,897081,63553,897081,
1722,897089,85.85272,897089,51,897089,63453,897089,
2045,897101,85.69896,897101,51,897101,63115,897101,
1797,897111,85.85272,897111,51,897111,62954,897111,
1944,897151,85.62208000000001,897151,51,897151,62748,897151,
2099,897159,85.5452,897159,51,897159,62759,897159,
2085,897167,85.39144000000002,897167,50,897167,62754,897161,
2036,897169,85.5452,897169,51,897169,62738,897169,
2009,897189,85.1608,897189,50,897189,62740,897190,
1994,897191,85.1608,897191,50,897191,62740,897190,
2110,897197,85.31456,897197,50,897197,62743,897198,
1934,897211,85.00704000000002,897211,50,897211,62766,897210,
2069,897219,84.85328000000001,897219,50,897219,62776,897219,
2116,897225,84.85328000000001,897225,51,897225,62776,897219,
2111,897259,84.62264000000002,897259,51,897259,62899,897259,
2101,897261,84.54576,897261,51,897261,62899,897259,
2026,897267,84.31512000000001,897267,50,897267,62892,897267,
2059,897269,84.46888000000001,897269,50,897269,62938,897269,
2112,897271,84.392,897271,51,897271,62938,897269,
2170,897275,84.392,897275,51,897275,62938,897269,
2164,897277,84.23823999999999,897277,50,897277,62955,897277,
2137,897279,84.31512000000001,897279,51,897279,62951,897279,
1950,897291,84.23823999999999,897291,51,897291,62987,897289,
2113,897299,84.23823999999999,897299,51,897299,63014,897299,
2030,897317,84.0076,897317,51,897317,63052,897317,
2200,897325,84.08448000000001,897325,51,897325,63099,897319,
2157,897327,83.93072000000001,897327,51,897327,63093,897327,
2108,897329,83.85383999999999,897329,51,897329,63124,897329,
2048,897331,84.0076,897331,51,897331,63124,897329,
1971,897335,83.93072000000001,897335,53,897335,63124,897329,
1986,897337,83.77696,897337,51,897337,63137,897337,
2026,897339,83.85383999999999,897339,49,897339,63136,897339,
2085,897341,83.93072000000001,897341,51,897341,63136,897339,
2093,897357,83.85383999999999,897357,51,897357,63211,897357,
2101,897359,83.77696,897359,51,897359,63211,897357,
2114,897375,83.6232,897375,52,897375,63176,897376,
2042,897391,83.6232,897391,52,897391,63231,897392,
1916,897409,83.39256,897409,50,897409,63196,897409,
1969,897411,83.39256,897411,51,897411,63232,897412,
2173,897421,83.31568000000001,897421,51,897421,63245,897422,
1950,897427,83.08503999999999,897427,51,897427,63258,897427,
1948,897429,83.2388,897429,51,897429,63258,897427,
2220,897441,83.00816,897441,51,897441,63228,897441,
1998,897449,83.00816,897449,51,897449,63233,897449,
2124,897469,82.8544,897469,51,897469,63265,897469,
2161,897471,82.93128000000002,897471,50,897471,63286,897471,
2115,897501,82.47,897501,51,897501,63309,897501,
2208,897515,82.47,897515,52,897515,63330,897515,
2270,897517,82.39312000000001,897517,51,897517,63330,897515,
2229,897519,82.31624,897519,51,897519,63253,897519,
2107,897521,82.39312000000001,897521,51,897521,63287,897522,
2181,897537,82.31624,897537,51,897537,63328,897532,
2176,897539,82.23936,897539,50,897539,63349,897539,
2054,897557,82.16248000000002,897557,51,897557,63371,897557,
2072,897561,82.16248000000002,897561,51,897561,63344,897560,
2019,897566,82.00872000000001,897566,51,897566,63344,897560,
2177,897579,81.85496,897579,51,897579,63431,897580,
1989,897591,81.85496,897591,51,897591,63452,897590,
2259,897601,81.7012,897601,50,897601,63459,897600,
1985,897606,81.77808000000002,897606,51,897606,63459,897600,
1907,897607,81.7012,897607,51,897607,63476,897608,
2656,897626,81.54744,897626,52,897626,63445,897620,
2699,897627,81.54744,897627,51,897627,63514,897628,
1391,897649,81.23992000000001,897649,51,897649,63477,897650,
1643,897667,81.23992000000001,897667,51,897667,63499,897668,
2098,897681,81.08616,897681,51,897681,63515,897680,
2024,897691,81.08616,897691,51,897691,63532,897690,
2044,897696,81.00928000000002,897696,51,897696,63532,897690,
2062,897697,81.00928000000002,897697,51,897697,63526,897698,
2216,897717,80.9324,897717,51,897717,63575,897710,
2241,897719,80.70176000000001,897719,51,897719,63577,897719,
2068,897737,80.62487999999999,897737,51,897737,63546,897737,
2214,897741,80.70176000000001,897741,52,897741,63565,897739,
2134,897745,80.62487999999999,897745,51,897745,63565,897739,
2004,897751,80.548,897751,51,897751,63555,897749,
2108,897769,80.548,897769,52,897769,63551,897769,
2200,897775,80.31736000000001,897775,51,897775,63551,897769,
2161,897795,80.47112000000001,897795,52,897795,63579,897789,
2003,897809,81.3168,897809,53,897809,63611,897809,
2185,897829,81.08616,897829,53,897829,63664,897827,
2217,897831,81.23992000000001,897831,54,897831,63627,897832,
2326,897857,81.7012,897857,53,897857,63619,897852,
2346,897877,81.7012,897877,52,897877,63672,897877,
1852,897887,81.62432000000001,897887,51,897887,63650,897882,
1797,897889,81.77808000000002,897889,51,897889,63597,897889,
1794,897891,81.77808000000002,897891,52,897891,63549,897891,
1839,897911,81.7012,897911,51,897911,63193,897911,
1759,897929,81.7012,897929,51,897929,62885,897929,
1857,897947,81.77808000000002,897947,51,897947,62778,897941,
2123,897961,81.62432000000001,897961,51,897961,62700,897961,
2093,897977,81.54744,897977,51,897977,62674,897971,
2100,897979,81.54744,897979,51,897979,62675,897979,
1849,897991,81.54744,897991,51,897991,62665,897991,
2058,898017,81.08616,898017,50,898017,62645,898011,
2070,898019,81.00928000000002,898019,50,898019,62651,898019,
2098,898021,81.08616,898021,50,898021,62642,898021,
2130,898039,80.77864,898039,50,898039,62665,898039,
1954,898051,80.77864,898051,50,898051,62712,898051,
2040,898059,80.70176000000001,898059,51,898059,62729,898059,
2096,898061,80.70176000000001,898061,51,898061,62739,898061,
2107,898067,80.70176000000001,898067,50,898067,62739,898061,
2100,898069,80.548,898069,51,898069,62762,898069,
2080,898081,80.39424,898081,50,898081,62807,898081,
1933,898089,80.31736000000001,898089,51,898089,62819,898089,
1881,898107,80.31736000000001,898107,51,898107,62902,898101,
2232,898115,80.9324,898115,51,898115,62943,898110,
1902,898131,79.93296000000001,898131,51,898131,62985,898130,
2096,898159,79.93296000000001,898159,51,898159,63066,898159,
2048,898161,79.85607999999999,898161,51,898161,63066,898159,
1939,898165,80.00984,898165,51,898165,63066,898159,
1987,898189,79.70232000000001,898189,51,898189,63100,898189,
1943,898207,79.93296000000001,898207,51,898207,63110,898207,
2102,898215,79.47167999999999,898215,51,898215,63080,898209,
2132,898221,79.47167999999999,898221,51,898221,63091,898219,
2118,898225,79.47167999999999,898225,51,898225,63091,898219,
2099,898227,79.54856000000001,898227,51,898227,63092,898227,
1901,898245,79.3948,898245,51,898245,63110,898239,
1928,898247,79.31792000000002,898247,52,898247,63085,898247,
2027,898267,79.16416000000001,898267,51,898267,63113,898267,
2086,898305,78.70288,898305,51,898305,63094,898302,
1913,898311,78.85664,898311,50,898311,63126,898312,
2003,898315,78.77976000000001,898315,51,898315,63126,898312,
2070,898317,78.70288,898317,50,898317,63126,898312,
2131,898319,78.77976000000001,898319,52,898319,63193,898319,
1994,898337,78.626,898337,51,898337,63225,898337,
1965,898341,78.47224,898341,51,898341,63227,898342,
2157,898357,78.54912000000002,898357,51,898357,63221,898351,
2127,898361,78.47224,898361,51,898361,63239,898361,
1966,898367,78.2416,898367,51,898367,63239,898361,
2072,898391,78.08784,898391,52,898391,63324,898391,
2034,898397,78.08784,898397,51,898397,63324,898391,
2032,898399,78.08784,898399,52,898399,63324,898399,
