ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2299,898431,77.93408,898431,51,898431,63383,898431,
2063,898457,77.62656000000001,898457,51,898457,63431,898451,
973,898471,77.54968,898471,50,898471,63399,898471,
1644,898477,77.4728,898477,50,898477,63399,898471,
1905,898481,77.4728,898481,51,898481,63397,898481,
1996,898487,77.4728,898487,51,898487,63397,898481,
2018,898489,77.24216000000001,898489,51,898489,63420,898489,
2131,898501,77.31904,898501,51,898501,63441,898501,
2075,898531,77.01151999999999,898531,51,898531,63494,898530,
2156,898535,77.01151999999999,898535,51,898535,63494,898530,
2155,898561,76.78088,898561,51,898561,63562,898559,
2093,898567,76.78088,898567,51,898567,63548,898567,
2125,898569,76.78088,898569,52,898569,63563,898570,
2158,898571,76.70400000000001,898571,52,898571,63563,898570,
2194,898575,76.55024,898575,51,898575,63563,898570,
2102,898579,76.70400000000001,898579,52,898579,63540,898580,
2059,898605,76.78088,898605,53,898605,63519,898600,
2132,898621,77.01151999999999,898621,53,898621,63526,898620,
2264,898631,77.31904,898631,53,898631,63538,898630,
1981,898647,77.39592000000002,898647,53,898647,63567,898647,
2432,898659,77.70344,898659,53,898659,63593,898660,
2217,898665,77.70344,898665,53,898665,63593,898660,
2124,898667,77.70344,898667,53,898667,63618,898667,
2051,898669,77.62656000000001,898669,53,898669,63593,898670,
2011,898671,77.62656000000001,898671,53,898671,63593,898670,
2124,898675,77.62656000000001,898675,53,898675,63593,898670,
2225,898699,77.78032000000002,898699,51,898699,63444,898699,
1827,898711,77.78032000000002,898711,51,898711,63271,898708,
1881,898721,77.62656000000001,898721,50,898721,63018,898719,
1823,898747,77.4728,898747,50,898747,62672,898742,
1822,898749,77.70344,898749,51,898749,62670,898749,
2036,898761,77.62656000000001,898761,51,898761,62585,898762,
1885,898767,77.4728,898767,51,898767,62585,898762,
1834,898769,77.54968,898769,51,898769,62615,898769,
1944,898781,77.78032000000002,898781,51,898781,62557,898782,
2105,898801,77.54968,898801,51,898801,62568,898801,
2085,898821,77.08840000000001,898821,50,898821,62603,898821,
2003,898831,77.08840000000001,898831,50,898831,62624,898831,
2114,898837,77.08840000000001,898837,51,898837,62624,898831,
1932,898849,77.01151999999999,898849,50,898849,62658,898849,
1976,898851,76.78088,898851,50,898851,62681,898851,
2030,898871,76.78088,898871,51,898871,62728,898871,
1964,898889,76.62711999999999,898889,51,898889,62789,898889,
2012,898909,76.62711999999999,898909,50,898909,62826,898909,
2074,898911,76.39648,898911,51,898911,62855,898911,
2022,898947,76.16584,898947,52,898947,62919,898941,
1998,898949,76.08896000000001,898949,51,898949,62947,898949,
2059,898967,76.01208,898967,52,898967,62980,898961,
2088,898971,76.08896000000001,898971,51,898971,62997,898971,
2108,898979,76.01208,898979,51,898979,63012,898979,
2120,899011,75.93520000000001,899011,51,899011,63056,899011,
2098,899021,75.62768,899021,51,899021,63054,899021,
1963,899061,75.47391999999999,899061,51,899061,63028,899060,
1858,899066,75.47391999999999,899066,51,899066,63028,899060,
1884,899067,75.47391999999999,899067,50,899067,63028,899060,
1995,899069,75.39704,899069,51,899069,63031,899069,
2222,899081,75.24328,899081,51,899081,63040,899079,
2091,899085,75.16640000000001,899085,51,899085,63040,899079,
2050,899087,75.16640000000001,899087,51,899087,63053,899087,
2035,899089,75.39704,899089,51,899089,63095,899089,
2041,899105,75.24328,899105,51,899105,63095,899099,
2170,899111,75.08952,899111,51,899111,63082,899109,
2258,899115,75.16640000000001,899115,52,899115,63082,899109,
2227,899121,74.93576000000002,899121,51,899121,63085,899119,
2096,899125,74.93576000000002,899125,52,899125,63085,899119,
2011,899127,74.39760000000001,899127,51,899127,63099,899127,
1967,899161,74.62824,899161,51,899161,63154,899159,
1835,899165,74.62824,899165,51,899165,63154,899159,
1846,899167,74.78200000000001,899167,51,899167,63138,899167,
2131,899181,74.47448,899181,51,899181,63175,899179,
1892,899189,74.47448,899189,51,899189,63197,899189,
2008,899205,74.47448,899205,52,899205,63225,899202,
2081,899211,74.47448,899211,51,899211,63191,899212,
2110,899241,74.16696000000002,899241,51,899241,63339,899242,
2111,899249,74.01320000000001,899249,52,899249,63333,899249,
2081,899251,74.16696000000002,899251,51,899251,63333,899249,
2020,899255,74.01320000000001,899255,51,899255,63322,899256,
1982,899257,74.16696000000002,899257,51,899257,63322,899256,
2465,899271,74.01320000000001,899271,51,899271,63358,899272,
2831,899291,73.78256000000002,899291,52,899291,63382,899291,
974,899309,73.70568,899309,51,899309,63405,899309,
1085,899311,73.62880000000001,899311,51,899311,63427,899311,
1905,899347,73.47504,899347,51,899347,63456,899341,
2043,899351,73.09064000000001,899351,51,899351,63457,899351,
2213,899357,73.32128,899357,51,899357,63457,899351,
2024,899387,73.24440000000001,899387,51,899387,63459,899381,
2048,899391,73.24440000000001,899391,51,899391,63443,899391,
2076,899399,73.09064000000001,899399,51,899399,63435,899399,
2018,899427,72.93688,899427,52,899427,63474,899421,
2006,899469,73.55192,899469,54,899469,63521,899469,
2368,899487,73.62880000000001,899487,53,899487,63552,899481,
2235,899491,73.93632,899491,53,899491,63559,899490,
2172,899497,73.93632,899497,53,899497,63551,899498,
2245,899501,74.01320000000001,899501,54,899501,63542,899500,
2080,899525,74.09008,899525,53,899525,63537,899520,
1998,899529,74.09008,899529,52,899529,63418,899530,
1936,899547,74.01320000000001,899547,51,899547,63212,899547,
2010,899557,74.09008,899557,51,899557,62909,899557,
1923,899559,74.09008,899559,51,899559,62819,899560,
1739,899591,73.93632,899591,51,899591,62563,899589,
1924,899597,74.01320000000001,899597,51,899597,62562,899597,
1942,899599,73.93632,899599,51,899599,62532,899600,
2015,899621,73.85944,899621,50,899621,62515,899620,
1949,899631,73.78256000000002,899631,50,899631,62534,899632,
2107,899671,73.39815999999999,899671,51,899671,62540,899672,
2171,899677,73.32128,899677,51,899677,62540,899672,
2096,899679,73.39815999999999,899679,51,899679,62594,899679,
2012,899681,73.16752,899681,50,899681,62594,899679,
1874,899685,73.24440000000001,899685,50,899685,62516,899686,
2276,899697,73.16752,899697,50,899697,62630,899697,
2066,899727,72.78312,899727,50,899727,62695,899722,
1994,899747,72.62935999999999,899747,51,899747,62720,899742,
1977,899749,72.78312,899749,51,899749,62775,899749,
1977,899751,72.70624000000001,899751,51,899751,62778,899751,
1948,899769,72.70624000000001,899769,51,899769,62840,899769,
2012,899771,72.70624000000001,899771,51,899771,62873,899771,
2065,899789,72.47560000000001,899789,51,899789,62914,899789,
2073,899791,72.47560000000001,899791,51,899791,62929,899791,
2130,899797,72.39872,899797,51,899797,62929,899791,
1960,899809,72.32184000000001,899809,51,899809,62969,899809,
2033,899811,72.47560000000001,899811,51,899811,62963,899811,
1899,899831,72.39872,899831,51,899831,62966,899831,
2196,899837,72.32184000000001,899837,51,899837,62966,899831,
2189,899839,72.16808,899839,51,899839,62953,899839,
2141,899851,72.16808,899851,51,899851,62922,899851,
2219,899857,72.32184000000001,899857,51,899857,62922,899851,
2132,899879,72.01432,899879,51,899879,62925,899879,
2032,899887,72.01432,899887,51,899887,62938,899881,
2089,899917,71.86055999999999,899917,51,899917,62937,899911,
2072,899921,71.70680000000002,899921,51,899921,62945,899921,
1993,899929,71.70680000000002,899929,52,899929,62959,899929,
2016,899931,71.62992,899931,51,899931,62965,899931,
2201,899955,71.39928,899955,51,899955,63004,899950,
2161,899997,71.24552,899997,51,899997,63065,899997,
2085,900017,71.16864000000001,900017,51,900017,63095,900017,
2037,900021,71.09176,900021,50,900021,63133,900019,
1915,900027,71.24552,900027,46,900027,63100,900027,
2012,900045,70.93800000000002,900045,52,900045,63125,900039,
1982,900047,70.86112,900047,51,900047,63155,900047,
2086,900059,70.70736,900059,51,900059,63155,900059,
1858,900067,70.78424000000001,900067,52,900067,63181,900067,
1860,900069,70.70736,900069,51,900069,63173,900069,
2153,900081,70.63048,900081,51,900081,63210,900079,
1914,900085,70.70736,900085,52,900085,63210,900079,
2033,900091,70.63048,900091,51,900091,63228,900089,
2233,900095,70.63048,900095,51,900095,63228,900089,
2240,900097,70.47672,900097,52,900097,63227,900097,
2202,900099,70.63048,900099,51,900099,63252,900099,
2150,900101,70.39984000000001,900101,52,900101,63252,900099,
2142,900115,70.39984000000001,900115,52,900115,63270,900112,
2413,900125,70.24608,900125,52,900125,63283,900122,
3029,900135,70.32296,900135,52,900135,63279,900132,
3045,900139,70.24608,900139,52,900139,63342,900139,
1670,900151,70.16920000000002,900151,51,900151,63343,900152,
2050,900177,69.32352,900177,51,900177,63386,900177,
2054,900181,70.01544000000001,900181,51,900181,63380,900182,
1958,900187,69.86168,900187,51,900187,63380,900182,
2033,900201,69.70792,900201,51,900201,63377,900201,
2156,900229,69.55416,900229,52,900229,63418,900229,
2132,900239,69.32352,900239,51,900239,63425,900239,
2056,900241,69.55416,900241,51,900241,63441,900241,
1962,900247,69.47728000000001,900247,51,900247,63441,900241,
1999,900249,68.70848000000001,900249,51,900249,63447,900249,
2074,900271,69.24664000000001,900271,52,900271,63464,900271,
2168,900279,69.32352,900279,52,900279,63482,900279,
2128,900281,69.24664000000001,900281,52,900281,63473,900281,
2038,900287,69.09288000000001,900287,52,900287,63473,900281,
2064,900289,69.09288000000001,900289,53,900289,63464,900289,
2118,900291,69.24664000000001,900291,49,900291,63475,900291,
2097,900327,69.86168,900327,53,900327,63423,900321,
2048,900331,69.78479999999999,900331,54,900331,63432,900331,
2264,900337,69.78479999999999,900337,54,900337,63432,900331,
2341,900361,70.09232,900361,52,900361,63481,900361,
2106,900371,70.16920000000002,900371,52,900371,63441,900371,
2313,900377,70.01544000000001,900377,52,900377,63441,900371,
2010,900391,70.16920000000002,900391,51,900391,63286,900391,
1958,900407,70.09232,900407,50,900407,63104,900401,
1988,900417,70.01544000000001,900417,51,900417,62754,900417,
1781,900431,70.01544000000001,900431,51,900431,62659,900429,
1856,900435,70.01544000000001,900435,51,900435,62659,900429,
1905,900455,69.93856,900455,51,900455,62590,900449,
1898,900457,70.09232,900457,50,900457,62579,900457,
1853,900459,70.09232,900459,51,900459,62541,900459,
2060,900475,69.93856,900475,51,900475,62571,900469,
2019,900491,69.86168,900491,51,900491,62548,900489,
2076,900495,69.78479999999999,900495,51,900495,62548,900489,
2035,900499,69.78479999999999,900499,51,900499,62535,900499,
2074,900517,69.55416,900517,50,900517,62558,900517,
2038,900519,69.63104000000001,900519,51,900519,62570,900520,
2105,900537,69.40039999999999,900537,51,900537,62580,900537,
2034,900541,69.32352,900541,50,900541,62600,900540,
2003,900546,69.32352,900546,51,900546,62600,900540,
2018,900547,69.40039999999999,900547,51,900547,62623,900547,
2062,900567,69.24664000000001,900567,51,900567,62695,900567,
2106,900569,69.16976,900569,50,900569,62678,900570,
2146,900576,69.01599999999999,900576,51,900576,62678,900570,
2111,900581,69.09288000000001,900581,52,900581,62709,900580,
2010,900591,68.93912,900591,51,900591,62739,900590,
1962,900609,69.01599999999999,900609,51,900609,62830,900610,
2088,900621,68.93912,900621,51,900621,62856,900620,
1896,900626,69.01599999999999,900626,51,900626,62856,900620,
2009,900629,68.86224000000001,900629,51,900629,62890,900630,
2090,900631,68.86224000000001,900631,51,900631,62890,900630,
2184,900636,68.93912,900636,51,900636,62890,900630,
2149,900639,68.78536,900639,51,900639,62894,900640,
2133,900657,68.70848000000001,900657,51,900657,62896,900657,
2089,900661,68.70848000000001,900661,52,900661,62909,900660,
1961,900666,68.63159999999999,900666,51,900666,62909,900660,
2096,900679,68.78536,900679,51,900679,62929,900680,
2077,900681,68.78536,900681,52,900681,62929,900680,
2040,900686,68.63159999999999,900686,51,900686,62929,900680,
2116,900689,68.70848000000001,900689,52,900689,62942,900690,
2208,900696,68.78536,900696,52,900696,62942,900690,
2203,900697,68.63159999999999,900697,51,900697,62957,900697,
2172,900699,68.63159999999999,900699,51,900699,62947,900700,
2100,900701,68.47784000000001,900701,51,900701,62947,900700,
1918,900706,68.47784000000001,900706,51,900706,62947,900700,
2001,900726,68.32408000000001,900726,51,900726,62942,900720,
2112,900741,68.47784000000001,900741,51,900741,62904,900741,
2090,900749,68.24719999999999,900749,51,900749,62974,900749,
2104,900751,68.24719999999999,900751,51,900751,62975,900751,
2317,900777,68.17032,900777,51,900777,62954,900771,
2278,900779,68.09344000000002,900779,51,900779,62950,900779,
2187,900797,68.09344000000002,900797,51,900797,62959,900791,
2012,900831,67.78592,900831,50,900831,63060,900831,
2129,900837,67.78592,900837,51,900837,63060,900831,
2074,900839,67.78592,900839,52,900839,63044,900839,
2009,900841,67.78592,900841,51,900841,63044,900841,
2221,900857,67.70904000000002,900857,51,900857,63074,900851,
2053,900861,67.63216,900861,51,900861,63106,900861,
2052,900871,67.55528000000001,900871,51,900871,63104,900871,
2190,900879,67.4784,900879,51,900879,63106,900880,
1904,900887,67.4784,900887,50,900887,63093,900887,
1924,900889,67.4784,900889,51,900889,63173,900889,
2245,900907,67.40152,900907,51,900907,63177,900907,
2925,900919,67.17088000000001,900919,51,900919,63211,900919,
2912,900927,67.24776,900927,51,900927,63217,900927,
2815,900929,67.17088000000001,900929,51,900929,63210,900929,
2689,900931,67.094,900931,51,900931,63210,900929,
1022,900949,67.17088000000001,900949,51,900949,63267,900949,
1243,900951,66.94024000000002,900951,51,900951,63267,900949,
1882,900967,66.94024000000002,900967,51,900967,63228,900967,
2043,900975,66.86336,900975,52,900975,63265,900969,
2114,900991,66.86336,900991,51,900991,63255,900989,
1968,901007,66.63272,901007,51,901007,63309,901007,
1996,901009,66.78648000000001,901009,51,901009,63294,901009,
2035,901011,66.47896,901011,51,901011,63294,901009,
2131,901015,66.63272,901015,51,901015,63294,901009,
2186,901017,66.63272,901017,51,901017,63293,901017,
2235,901019,66.63272,901019,51,901019,63289,901019,
2065,901037,66.55584000000002,901037,52,901037,63299,901037,
2030,901039,66.47896,901039,52,901039,63307,901039,
2169,901055,66.55584000000002,901055,52,901055,63321,901052,
2189,901079,66.40208000000001,901079,52,901079,63381,901079,
2251,901097,66.7096,901097,53,901097,63324,901092,
2309,901099,66.63272,901099,53,901099,63391,901099,
2321,901101,66.55584000000002,901101,53,901101,63355,901102,
2130,901121,66.63272,901121,52,901121,63397,901122,
2128,901131,66.94024000000002,901131,53,901131,63384,901132,
2343,901137,67.01712,901137,54,901137,63384,901132,
2292,901159,67.094,901159,53,901159,63335,901159,
2019,901197,67.01712,901197,51,901197,62867,901191,
1997,901199,67.094,901199,52,901199,62809,901199,
1941,901201,67.094,901201,51,901201,62756,901201,
1749,901211,67.17088000000001,901211,51,901211,62646,901211,
1917,901249,66.94024000000002,901249,50,901249,62491,901249,
1848,901267,66.63272,901267,50,901267,62494,901261,
2181,901279,66.78648000000001,901279,51,901279,62513,901279,
2149,901281,66.86336,901281,51,901281,62518,901281,
1992,901291,66.78648000000001,901291,50,901291,62533,901291,
2079,901311,66.55584000000002,901311,50,901311,62552,901311,
2169,901317,66.47896,901317,50,901317,62552,901311,
2126,901319,66.24832,901319,51,901319,62578,901319,
1908,901329,66.40208000000001,901329,50,901329,62586,901329,
1950,901331,66.3252,901331,50,901331,62614,901331,
2204,901337,66.3252,901337,50,901337,62614,901331,
2221,901357,66.17143999999999,901357,50,901357,62656,901357,
