ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2099,229916,112.68384,229916,51,229916,65448,229910,
2105,229917,112.53008,229917,52,229917,65448,229910,
2103,229919,112.37631999999999,229919,52,229919,65435,229919,
2053,229927,112.14568,229927,51,229927,65426,229927,
2026,229945,111.91504,229945,52,229945,65489,229939,
2022,229947,111.91504,229947,51,229947,65467,229947,
2099,229959,111.76128,229959,52,229959,65475,229959,
2089,229961,111.53064,229961,52,229961,65475,229959,
2052,229967,111.68440000000001,229967,52,229967,65432,229967,
2086,229995,111.37688,229995,54,229995,65428,229989,
2104,230015,111.30000000000001,230015,53,230015,65402,230009,
2113,230017,111.14624,230017,54,230017,65418,230017,
2108,230019,111.37688,230019,53,230019,65435,230019,
2018,230027,111.22312,230027,54,230027,65419,230027,
2054,230045,111.14624,230045,54,230045,65444,230039,
2057,230065,110.91560000000001,230065,53,230065,65419,230062,
2059,230069,110.99248,230069,53,230069,65469,230067,
2061,230087,110.83872,230087,54,230087,65394,230086,
2020,230111,110.60808,230111,53,230111,65480,230112,
2112,230117,110.60808,230117,53,230117,65480,230112,
2128,230121,110.53120000000001,230121,53,230121,65428,230121,
2156,230161,110.06992,230161,53,230161,65456,230161,
2126,230169,110.14680000000001,230169,53,230169,65460,230169,
2052,230191,109.83928,230191,53,230191,65479,230191,
1970,230211,109.68552,230211,53,230211,65465,230211,
2026,230217,109.60864000000001,230217,53,230217,65465,230211,
2076,230257,109.30112,230257,54,230257,65437,230251,
2084,230261,109.30112,230261,53,230261,65419,230261,
2706,230301,109.07048,230301,53,230301,65442,230301,
2931,230309,109.07048,230309,54,230309,65450,230309,
2915,230311,109.07048,230311,54,230311,65429,230311,
2168,230359,108.83984000000001,230359,54,230359,65477,230360,
2150,230361,108.68608,230361,53,230361,65477,230360,
2059,230367,108.76295999999999,230367,53,230367,65429,230368,
2123,230411,108.45544000000001,230411,54,230411,65476,230409,
2137,230417,108.30168,230417,53,230417,65465,230417,
2137,230421,108.53232,230421,53,230421,65492,230419,
2120,230425,108.45544000000001,230425,54,230425,65492,230419,
2109,230427,108.30168,230427,53,230427,65463,230427,
2107,230429,108.30168,230429,54,230429,65452,230429,
2172,230439,108.37856,230439,53,230439,65466,230439,
2193,230477,108.68608,230477,56,230477,65424,230477,
2198,230485,108.83984000000001,230485,57,230485,65391,230479,
2194,230487,108.45544000000001,230487,56,230487,65415,230487,
2270,230501,109.30112,230501,57,230501,65435,230499,
2186,230529,110.06992,230529,56,230529,65428,230530,
2197,230531,110.06992,230531,57,230531,65428,230530,
2187,230536,110.22368,230536,56,230536,65471,230536,
2033,230546,110.53120000000001,230546,56,230546,65478,230546,
1858,230576,110.60808,230576,53,230576,65475,230576,
1925,230599,110.14680000000001,230599,51,230599,65431,230600,
2012,230619,109.76240000000001,230619,51,230619,65382,230620,
2006,230621,109.60864000000001,230621,52,230621,65382,230620,
1980,230626,109.83928,230626,51,230626,65393,230626,
1976,230629,109.45488,230629,51,230629,65369,230630,
2035,230651,108.91672,230651,52,230651,65410,230650,
2049,230669,108.60920000000002,230669,52,230669,65425,230670,
2044,230709,107.45600000000002,230709,51,230709,65416,230706,
2066,230711,107.53288,230711,51,230711,65399,230711,
2126,230719,107.30224000000001,230719,52,230719,65478,230719,
2112,230721,107.30224000000001,230721,52,230721,65468,230721,
2075,230731,107.14848,230731,51,230731,65442,230731,
2108,230761,107.07160000000002,230761,53,230761,65485,230761,
2052,230769,106.91784000000001,230769,53,230769,65419,230769,
2021,230807,106.68720000000002,230807,53,230807,65447,230801,
2073,230811,106.61032,230811,54,230811,65440,230811,
2084,230821,106.61032,230821,54,230821,65424,230820,
2107,230839,106.37968000000001,230839,53,230839,65486,230839,
2149,230857,106.30280000000002,230857,53,230857,65464,230857,
2149,230859,106.30280000000002,230859,53,230859,65459,230859,
2123,230895,105.91840000000002,230895,53,230895,65401,230889,
2121,230901,105.91840000000002,230901,54,230901,65425,230899,
1955,230929,105.68776,230929,53,230929,65439,230929,
2028,230941,105.68776,230941,53,230941,65445,230939,
2004,230949,105.53399999999999,230949,53,230949,65430,230949,
2082,230957,105.38024000000001,230957,53,230957,65405,230957,
2076,230959,105.30336,230959,53,230959,65432,230959,
2055,230961,105.61088000000001,230961,54,230961,65432,230959,
2025,230991,105.22648000000001,230991,53,230991,65456,230992,
2094,231015,104.99584000000002,231015,54,231015,65426,231012,
1070,231055,104.84208000000001,231055,53,231055,65406,231052,
1020,231059,104.84208000000001,231059,53,231059,65480,231059,
1114,231061,104.84208000000001,231061,52,231061,65436,231062,
1412,231065,104.84208000000001,231065,53,231065,65436,231062,
1560,231067,104.84208000000001,231067,53,231067,65477,231067,
1692,231069,104.84208000000001,231069,52,231069,65477,231067,
2065,231079,104.84208000000001,231079,53,231079,65445,231080,
2149,231101,104.84208000000001,231101,53,231101,65479,231102,
2116,231111,104.84208000000001,231111,53,231111,65446,231112,
2156,231139,104.84208000000001,231139,54,231139,65491,231140,
2133,231141,104.84208000000001,231141,53,231141,65393,231142,
2090,231149,104.7652,231149,53,231149,65469,231150,
2155,231161,104.68832,231161,53,231161,65447,231162,
2078,231169,104.68832,231169,53,231169,65426,231170,
2101,231171,104.84208000000001,231171,54,231171,65468,231172,
2178,231179,104.7652,231179,54,231179,65415,231180,
2138,231209,104.84208000000001,231209,56,231209,65445,231210,
2232,231221,104.91896,231221,57,231221,65447,231222,
2182,231251,105.99528000000001,231251,57,231251,65474,231250,
2221,231256,106.07216,231256,58,231256,65474,231250,
2225,231257,106.14904000000001,231257,57,231257,65488,231258,
1989,231281,106.61032,231281,55,231281,65404,231280,
1882,231291,106.53344000000001,231291,54,231291,65415,231290,
1828,231309,106.37968000000001,231309,53,231309,65433,231310,
1972,231341,105.91840000000002,231341,52,231341,65449,231340,
1938,231351,105.68776,231351,51,231351,65455,231350,
2065,231391,104.91896,231391,51,231391,65469,231389,
2102,231395,104.84208000000001,231395,52,231395,65469,231389,
2037,231411,104.84208000000001,231411,51,231411,65433,231409,
2062,231415,104.84208000000001,231415,51,231415,65433,231409,
2074,231425,104.68832,231425,52,231425,65413,231419,
2068,231427,104.61144000000002,231427,52,231427,65426,231427,
2066,231429,104.53456,231429,51,231429,65433,231429,
2114,231439,104.53456,231439,51,231439,65415,231439,
2077,231499,103.38136,231499,53,231499,65485,231497,
2067,231521,103.38136,231521,53,231521,65413,231522,
2050,231529,103.38136,231529,53,231529,65466,231530,
2106,231539,103.15072,231539,53,231539,65453,231540,
2060,231551,103.2276,231551,54,231551,65487,231552,
2027,231589,102.68944000000002,231589,53,231589,65483,231590,
2038,231591,102.76632000000001,231591,54,231591,65412,231592,
2089,231609,102.61256,231609,53,231609,65480,231610,
2100,231611,102.53568000000001,231611,54,231611,65407,231612,
2173,231619,102.61256,231619,53,231619,65476,231620,
2171,231621,102.53568000000001,231621,53,231621,65434,231622,
2096,231661,102.22816,231661,53,231661,65432,231662,
1966,231691,101.99752000000001,231691,53,231691,65447,231692,
2027,231711,101.69,231711,53,231711,65460,231710,
2063,231717,101.61312000000001,231717,53,231717,65482,231718,
2057,231721,101.53623999999999,231721,53,231721,65468,231720,
2016,231726,101.61312000000001,231726,53,231726,65468,231720,
2006,231727,101.69,231727,53,231727,65480,231728,
2013,231729,101.69,231729,53,231729,65424,231730,
2106,231739,101.45936,231739,53,231739,65399,231740,
2081,231757,101.38248000000002,231757,54,231757,65482,231758,
2252,231769,101.38248000000002,231769,53,231769,65433,231770,
1469,231799,101.07496,231799,53,231799,65427,231800,
1869,231819,100.99808000000002,231819,53,231819,65449,231820,
2067,231849,100.84432000000001,231849,53,231849,65431,231849,
2084,231867,100.69056,231867,53,231867,65426,231867,
2141,231915,100.61368000000002,231915,54,231915,65436,231909,
2107,231921,100.45992000000001,231921,53,231921,65438,231919,
2091,231925,100.61368000000002,231925,53,231925,65438,231919,
2094,231927,100.45992000000001,231927,54,231927,65422,231927,
2097,231929,100.61368000000002,231929,54,231929,65441,231929,
2160,231937,100.69056,231937,54,231937,65435,231937,
2205,231959,101.07496,231959,57,231959,65468,231959,
2281,231977,101.84376,231977,57,231977,65357,231972,
2242,232001,102.68944000000002,232001,57,232001,65446,232002,
2134,232007,102.92008000000001,232007,58,232007,65477,232007,
2114,232011,103.07384000000002,232011,58,232011,65468,232012,
1942,232031,103.15072,232031,55,232031,65435,232031,
1882,232059,102.92008000000001,232059,54,232059,65451,232059,
1848,232071,102.76632000000001,232071,51,232071,65473,232071,
1922,232091,102.53568000000001,232091,52,232091,65470,232091,
2016,232099,102.4588,232099,52,232099,65475,232099,
1966,232109,102.22816,232109,52,232109,65485,232109,
2067,232191,100.30616,232191,51,232191,65439,232191,
2100,232197,100.22928000000002,232197,52,232197,65439,232191,
2106,232199,100.22928000000002,232199,52,232199,65447,232199,
2076,232231,99.768,232231,52,232231,65457,232231,
2107,232237,99.69112000000001,232237,52,232237,65457,232231,
2053,232251,99.53736,232251,53,232251,65471,232250,
2061,232261,99.53736,232261,53,232261,65436,232260,
2097,232276,99.30672000000001,232276,53,232276,65437,232270,
2032,232287,99.3836,232287,53,232287,65439,232280,
2044,232289,99.07608000000002,232289,53,232289,65426,232289,
2082,232299,99.15296000000001,232299,53,232299,65411,232299,
2027,232311,99.07608000000002,232311,53,232311,65469,232309,
2069,232325,98.92232000000001,232325,53,232325,65483,232319,
2060,232329,98.9992,232329,53,232329,65456,232329,
2056,232345,98.76856000000001,232345,53,232345,65448,232339,
2060,232351,98.76856000000001,232351,53,232351,65416,232349,
2088,232355,98.6148,232355,53,232355,65416,232349,
2108,232369,98.53792000000001,232369,53,232369,65435,232369,
2145,232375,98.6148,232375,53,232375,65435,232369,
2154,232377,98.38416000000001,232377,53,232377,65420,232377,
2141,232385,98.38416000000001,232385,53,232385,65429,232379,
2143,232387,98.38416000000001,232387,53,232387,65397,232387,
2111,232411,98.2304,232411,53,232411,65432,232409,
2128,232417,97.99976000000001,232417,53,232417,65422,232417,
2034,232431,97.99976000000001,232431,52,232431,65418,232432,
2024,232441,97.846,232441,52,232441,65470,232439,
1942,232445,97.76912000000002,232445,53,232445,65398,232446,
1913,232447,97.61536000000001,232447,52,232447,65398,232446,
2012,232461,97.76912000000002,232461,53,232461,65455,232462,
1995,232467,97.69224,232467,53,232467,65455,232462,
2005,232469,97.4616,232469,53,232469,65462,232469,
2065,232477,97.30784,232477,53,232477,65430,232476,
2044,232491,97.53847999999999,232491,53,232491,65465,232492,
2093,232495,97.30784,232495,54,232495,65465,232492,
2064,232501,97.53847999999999,232501,53,232501,65416,232502,
2024,232525,97.23096000000001,232525,54,232525,65479,232522,
2154,232531,97.30784,232531,54,232531,65440,232532,
2524,232537,97.30784,232537,54,232537,65440,232532,
2651,232539,97.15408,232539,54,232539,65441,232539,
811,232569,96.92344,232569,53,232569,65480,232569,
2061,232591,96.92344,232591,54,232591,65463,232591,
2094,232601,96.92344,232601,53,232601,65468,232601,
2059,232627,96.61592000000002,232627,53,232627,65400,232621,
2078,232631,96.6928,232631,54,232631,65395,232631,
2138,232637,96.61592000000002,232637,53,232637,65395,232631,
2142,232639,96.61592000000002,232639,53,232639,65412,232639,
2099,232649,96.61592000000002,232649,54,232649,65411,232649,
2086,232667,96.53904,232667,54,232667,65441,232661,
2096,232669,96.61592000000002,232669,53,232669,65443,232669,
2100,232689,96.38528,232689,54,232689,65446,232689,
2178,232699,96.38528,232699,55,232699,65431,232699,
2152,232701,96.53904,232701,54,232701,65454,232701,
2117,232709,96.61592000000002,232709,56,232709,65419,232709,
2252,232741,97.92287999999999,232741,58,232741,65441,232740,
2224,232746,98.15352000000001,232746,58,232746,65441,232740,
2244,232756,98.30727999999999,232756,58,232756,65446,232750,
2244,232759,98.46104,232759,58,232759,65444,232759,
2192,232777,99.07608000000002,232777,58,232777,65489,232777,
1996,232789,99.07608000000002,232789,56,232789,65490,232789,
1996,232791,99.07608000000002,232791,54,232791,65490,232789,
2009,232795,99.3836,232795,56,232795,65490,232789,
1934,232801,99.15296000000001,232801,54,232801,65467,232799,
1811,232829,98.9992,232829,52,232829,65419,232829,
1834,232831,98.84544,232831,52,232831,65419,232829,
1884,232835,98.92232000000001,232835,52,232835,65415,232829,
1909,232837,98.84544,232837,51,232837,65415,232836,
1879,232845,98.6148,232845,52,232845,65412,232839,
1956,232867,98.2304,232867,52,232867,65417,232867,
2091,232899,97.76912000000002,232899,52,232899,65480,232899,
2085,232919,97.23096000000001,232919,51,232919,65478,232917,
2069,232921,97.30784,232921,51,232921,65440,232922,
2056,232929,97.15408,232929,52,232929,65484,232929,
2064,232931,97.0772,232931,51,232931,65484,232929,
2080,232935,97.00032000000002,232935,51,232935,65418,232936,
2089,232977,96.23152000000002,232977,52,232977,65436,232971,
2113,232999,96.00088,232999,53,232999,65453,232999,
2091,233001,95.84712000000002,233001,52,233001,65461,233001,
2035,233007,95.84712000000002,233007,53,233007,65461,233001,
2048,233009,95.69336000000001,233009,52,233009,65462,233009,
2040,233027,95.53960000000001,233027,54,233027,65481,233021,
2074,233031,95.53960000000001,233031,53,233031,65474,233031,
2118,233037,95.69336000000001,233037,53,233037,65474,233031,
2096,233041,95.53960000000001,233041,53,233041,65468,233041,
2022,233047,95.53960000000001,233047,53,233047,65468,233041,
2077,233061,95.46272000000002,233061,53,233061,65462,233061,
2085,233101,95.07831999999999,233101,54,233101,65383,233101,
2069,233129,94.77080000000001,233129,53,233129,65434,233129,
2094,233131,94.84768,233131,53,233131,65428,233131,
2147,233137,94.69391999999999,233137,53,233137,65428,233131,
2152,233139,94.61704,233139,53,233139,65436,233139,
2091,233151,94.61704,233151,53,233151,65437,233151,
2164,233157,94.54016000000001,233157,53,233157,65437,233151,
2125,233171,94.54016000000001,233171,53,233171,65459,233171,
2182,233177,94.38640000000001,233177,53,233177,65459,233171,
2178,233179,94.30951999999999,233179,53,233179,65426,233179,
2140,233199,94.07888,233199,52,233199,65444,233200,
1994,233219,93.92511999999999,233219,53,233219,65441,233220,
1961,233227,93.77136000000002,233227,53,233227,65441,233220,
1979,233229,93.69448,233229,53,233229,65438,233229,
2045,233251,93.46384,233251,53,233251,65494,233249,
2057,233261,93.38696000000002,233261,53,233261,65485,233259,
2106,233279,93.38696000000002,233279,54,233279,65456,233279,
2036,233291,93.07944,233291,53,233291,65427,233289,
2638,233315,93.15632,233315,54,233315,65409,233309,
2774,233317,93.23320000000001,233317,53,233317,65427,233317,
2877,233319,93.07944,233319,52,233319,65424,233319,
2952,233321,93.15632,233321,54,233321,65424,233319,
2034,233367,92.77192,233367,54,233367,65422,233362,
2075,233369,92.84880000000001,233369,54,233369,65476,233369,
2140,233379,92.84880000000001,233379,53,233379,65480,233379,
2127,233401,92.61816000000002,233401,54,233401,65489,233399,
2094,233405,92.69504,233405,54,233405,65415,233406,
2088,233407,92.38752,233407,53,233407,65415,233406,
2152,233417,92.61816000000002,233417,53,233417,65472,233417,
2145,233419,92.46440000000001,233419,53,233419,65472,233417,
2132,233431,92.31064,233431,54,233431,65424,233431,
2104,233467,92.23376000000002,233467,54,233467,65459,233461,
2170,233477,92.61816000000002,233477,54,233477,65467,233471,
2177,233479,92.46440000000001,233479,55,233479,65467,233479,
2197,233491,92.61816000000002,233491,56,233491,65480,233491,
2214,233497,92.92568,233497,57,233497,65480,233491,
2205,233499,92.84880000000001,233499,57,233499,65484,233499,
2190,233501,92.92568,233501,58,233501,65473,233501,
2208,233541,94.61704,233541,59,233541,65430,233542,
1979,233571,95.23208,233571,55,233571,65472,233571,
1950,233577,95.07831999999999,233577,54,233577,65472,233571,
1935,233579,95.00144,233579,54,233579,65413,233579,
1902,233581,94.92456000000001,233581,53,233581,65421,233581,
1844,233587,94.92456000000001,233587,53,233587,65421,233581,
1862,233611,94.77080000000001,233611,52,233611,65450,233611,
1924,233619,94.54016000000001,233619,52,233619,65412,233619,
1924,233629,94.61704,233629,52,233629,65445,233621,
2006,233651,94.15576000000001,233651,52,233651,65441,233651,
2041,233657,93.92511999999999,233657,52,233657,65441,233651,
2037,233659,93.92511999999999,233659,52,233659,65426,233660,
2020,233661,93.92511999999999,233661,52,233661,65426,233660,
2003,233665,93.84824,233665,52,233665,65426,233660,
2089,233701,93.23320000000001,233701,51,233701,65487,233699,
2050,233705,92.92568,233705,51,233705,65487,233699,
2110,233717,92.77192,233717,51,233717,65464,233717,
2052,233755,92.08000000000001,233755,52,233755,65451,233749,
2066,233757,92.08000000000001,233757,52,233757,65450,233757,
2068,233765,92.00312,233765,52,233765,65429,233759,
2069,233767,91.84936000000002,233767,52,233767,65416,233767,
2068,233781,91.69560000000001,233781,52,233781,65397,233779,
2042,233791,91.77248,233791,53,233791,65439,233789,
2097,233797,91.77248,233797,53,233797,65405,233797,
2083,233815,91.46495999999999,233815,54,233815,65438,233809,
2078,233821,91.46495999999999,233821,53,233821,65437,233819,
2060,233825,91.69560000000001,233825,54,233825,65437,233819,
2060,233827,91.54184000000001,233827,53,233827,65427,233827,
2068,233829,91.46495999999999,233829,54,233829,65422,233829,
2100,233839,91.46495999999999,233839,53,233839,65473,233839,
2091,233841,91.54184000000001,233841,54,233841,65408,233842,
2060,233847,91.61872,233847,53,233847,65469,233847,
2062,233849,91.46495999999999,233849,53,233849,65469,233847,
2064,233889,91.23432,233889,53,233889,65448,233889,
2159,233931,90.69615999999999,233931,53,233931,65448,233931,
2171,233939,90.61928,233939,53,233939,65447,233939,
2086,233941,90.61928,233941,52,233941,65460,233941,
2003,233971,90.23488,233971,53,233971,65458,233971,
1987,233981,90.31175999999999,233981,53,233981,65459,233981,
2020,234009,89.92736,234009,52,234009,65449,234009,
2032,234011,89.92736,234011,53,234011,65454,234011,
2063,234017,89.69672,234017,53,234017,65454,234011,
2064,234019,89.85048,234019,53,234019,65438,234019,
2090,234031,89.61984000000001,234031,53,234031,65423,234031,
2058,234041,89.61984000000001,234041,53,234041,65410,234041,
1990,234047,89.38920000000002,234047,53,234047,65410,234041,
2016,234051,89.54296,234051,53,234051,65401,234051,
2582,234071,89.23544000000001,234071,54,234071,65429,234071,
2915,234077,89.23544000000001,234077,52,234077,65429,234071,
2365,234089,89.23544000000001,234089,53,234089,65446,234089,
1979,234119,89.08168,234119,54,234119,65415,234119,
2138,234135,88.77416,234135,54,234135,65474,234130,
2133,234139,88.92792,234139,53,234139,65436,234140,
2113,234141,88.85104000000001,234141,53,234141,65436,234140,
2101,234149,88.85104000000001,234149,54,234149,65443,234150,
2083,234169,88.54352,234169,53,234169,65428,234169,
2129,234181,88.62040000000002,234181,54,234181,65431,234179,
2100,234185,88.54352,234185,53,234185,65431,234179,
2110,234201,88.54352,234201,53,234201,65467,234199,
2107,234205,88.38976,234205,53,234205,65467,234199,
2134,234211,88.62040000000002,234211,54,234211,65469,234209,
2161,234215,88.46664000000001,234215,54,234215,65469,234209,
2168,234217,88.54352,234217,54,234217,65426,234217,
2165,234219,88.38976,234219,53,234219,65447,234219,
2147,234231,88.54352,234231,54,234231,65425,234229,
2158,234237,88.62040000000002,234237,54,234237,65432,234237,
2153,234239,88.69728,234239,55,234239,65418,234239,
2144,234245,88.69728,234245,56,234245,65418,234239,
2187,234251,89.00480000000002,234251,56,234251,65391,234249,
2237,234271,89.69672,234271,58,234271,65434,234269,
2223,234285,90.31175999999999,234285,58,234285,65442,234279,
2200,234289,90.38864000000001,234289,58,234289,65440,234289,
2155,234307,91.08055999999999,234307,59,234307,65418,234302,
2116,234315,91.15744000000001,234315,58,234315,65408,234312,
2098,234317,91.08055999999999,234317,57,234317,65408,234312,
2067,234319,91.23432,234319,57,234319,65474,234319,
2019,234321,91.23432,234321,56,234321,65374,234322,
1933,234325,91.31120000000001,234325,56,234325,65374,234322,
1928,234327,91.31120000000001,234327,54,234327,65374,234322,
1939,234329,91.23432,234329,54,234329,65470,234329,
1865,234355,91.00368,234355,53,234355,65436,234352,
1869,234367,90.84992,234367,52,234367,65454,234362,
2011,234411,90.38864000000001,234411,52,234411,65470,234411,
2056,234417,90.23488,234417,51,234417,65470,234411,
2067,234419,90.23488,234419,52,234419,65462,234419,
2061,234421,90.15800000000002,234421,52,234421,65474,234421,
2061,234461,89.08168,234461,51,234461,65463,234461,
2074,234481,89.00480000000002,234481,52,234481,65475,234481,
2080,234501,88.54352,234501,52,234501,65422,234501,
2076,234511,88.38976,234511,52,234511,65422,234501,
2106,234515,88.46664000000001,234515,53,234515,65466,234515,
2106,234517,88.46664000000001,234517,53,234517,65466,234515,
2033,234566,88.23600000000002,234566,53,234566,65456,234560,
2057,234569,87.92848000000001,234569,53,234569,65452,234570,
2082,234599,87.77472,234599,53,234599,65407,234600,
2112,234619,87.69784000000001,234619,54,234619,65425,234620,
2076,234621,87.54408000000001,234621,53,234621,65425,234620,
2028,234626,87.77472,234626,53,234626,65425,234620,
2067,234631,87.62096,234631,53,234631,65429,234630,
2174,234656,87.39032,234656,52,234656,65434,234650,
2156,234669,87.08279999999999,234669,53,234669,65431,234670,
2117,234691,86.85216,234691,53,234691,65423,234689,
1970,234721,86.54464000000002,234721,53,234721,65397,234719,
1992,234729,86.46776,234729,52,234729,65421,234729,
2011,234731,86.62152,234731,52,234731,65421,234729,
2054,234735,86.54464000000002,234735,53,234735,65421,234729,
2027,234741,86.46776,234741,52,234741,65432,234739,
2003,234745,86.314,234745,53,234745,65432,234739,
2035,234769,86.23712,234769,53,234769,65465,234767,
2933,234819,85.69896,234819,54,234819,65398,234819,
2980,234821,85.5452,234821,53,234821,65443,234822,
2922,234825,85.62208000000001,234825,54,234825,65443,234822,
2822,234827,85.5452,234827,53,234827,65443,234822,
1208,234849,85.39144000000002,234849,53,234849,65443,234849,
1423,234851,85.23768000000001,234851,53,234851,65438,234851,
2097,234929,84.85328000000001,234929,54,234929,65473,234929,
2115,234931,84.85328000000001,234931,53,234931,65454,234931,
2139,234937,84.85328000000001,234937,54,234937,65454,234931,
2142,234939,84.93016,234939,53,234939,65456,234939,
2139,234951,84.85328000000001,234951,54,234951,65457,234951,
2129,234961,84.7764,234961,54,234961,65422,234961,
2132,234967,84.85328000000001,234967,56,234967,65422,234961,
2157,234971,84.93016,234971,54,234971,65418,234971,
2278,235019,86.46776,235019,59,235019,65435,235019,
2256,235021,86.54464000000002,235021,59,235021,65425,235021,
2149,235051,87.69784000000001,235051,58,235051,65457,235051,
2155,235057,87.77472,235057,57,235057,65457,235051,
1990,235065,87.69784000000001,235065,56,235065,65465,235060,
1953,235067,87.69784000000001,235067,56,235067,65422,235068,
1940,235069,87.62096,235069,56,235069,65433,235070,
1897,235097,87.62096,235097,52,235097,65449,235098,
1882,235099,87.15968000000001,235099,52,235099,65433,235100,
1853,235111,87.54408000000001,235111,52,235111,65436,235109,
1994,235149,87.00592,235149,52,235149,65450,235149,
2043,235169,86.62152,235169,52,235169,65411,235169,
2114,235215,85.69896,235215,52,235215,65429,235209,
2123,235217,85.85272,235217,51,235217,65395,235217,
2099,235239,85.46832,235239,51,235239,65450,235237,
2093,235241,85.23768000000001,235241,52,235241,65401,235242,
2044,235247,85.31456,235247,52,235247,65401,235242,
2038,235249,85.31456,235249,52,235249,65455,235249,
2072,235331,84.69952,235331,53,235331,65432,235331,
2037,235347,84.69952,235347,53,235347,65437,235341,
2077,235351,84.392,235351,53,235351,65459,235351,
2106,235357,84.54576,235357,53,235357,65459,235351,
2100,235359,84.392,235359,53,235359,65445,235359,
2086,235391,84.31512000000001,235391,53,235391,65434,235391,
2073,235407,84.16136,235407,52,235407,65439,235401,
2117,235449,83.54632000000001,235449,53,235449,65407,235449,
2061,235469,83.39256,235469,52,235469,65405,235469,
2070,235471,83.2388,235471,53,235471,65406,235471,
2096,235477,83.16192000000001,235477,53,235477,65406,235471,
2059,235481,83.2388,235481,52,235481,65414,235481,
2035,235515,82.8544,235515,53,235515,65448,235515,
1999,235527,82.62376,235527,53,235527,65381,235527,
2057,235559,82.47,235559,53,235559,65404,235559,
2043,235567,82.47,235567,53,235567,65453,235567,
2329,235581,82.23936,235581,53,235581,65406,235579,
2536,235585,82.16248000000002,235585,53,235585,65406,235579,
2652,235587,82.16248000000002,235587,54,235587,65434,235587,
2776,235589,82.16248000000002,235589,53,235589,65393,235589,
3047,235597,82.00872000000001,235597,54,235597,65404,235597,
1856,235631,81.85496,235631,52,235631,65413,235629,
2095,235637,81.85496,235637,53,235637,65412,235637,
2088,235661,81.54744,235661,53,235661,65424,235659,
2106,235671,81.3168,235671,53,235671,65417,235668,
2144,235675,81.47056,235675,53,235675,65417,235668,
2154,235677,81.39368000000002,235677,53,235677,65418,235677,
2107,235687,81.3168,235687,53,235687,65413,235687,
2121,235691,81.3168,235691,53,235691,65404,235689,
2155,235697,81.3168,235697,53,235697,65404,235697,
2139,235699,81.16304,235699,53,235699,65403,235699,
2148,235717,81.08616,235717,53,235717,65391,235712,
2195,235757,81.47056,235757,56,235757,65406,235756,
2235,235789,82.77752000000001,235789,59,235789,65448,235787,
2244,235791,82.8544,235791,58,235791,65393,235792,
2267,235797,83.08503999999999,235797,60,235797,65393,235792,
2262,235799,83.08503999999999,235799,60,235799,65430,235799,
2228,235811,83.6232,235811,61,235811,65447,235811,
2180,235821,83.85383999999999,235821,59,235821,65457,235821,
1838,235871,84.08448000000001,235871,53,235871,65436,235871,
1974,235911,83.77696,235911,53,235911,65376,235911,
2086,235951,83.39256,235951,52,235951,65398,235951,
2065,235961,83.46943999999999,235961,52,235961,65377,235961,
2064,235971,83.2388,235971,51,235971,65386,235971,
2053,235987,83.00816,235987,52,235987,65399,235981,
2056,236021,82.47,236021,51,236021,65376,236020,
2043,236026,82.47,236026,51,236026,65376,236020,
2054,236027,82.39312000000001,236027,51,236027,65394,236028,
2083,236029,82.47,236029,52,236029,65368,236030,
2112,236031,82.47,236031,52,236031,65368,236030,
2120,236036,82.31624,236036,51,236036,65368,236030,
2084,236077,81.85496,236077,52,236077,65377,236077,
2054,236105,81.77808000000002,236105,53,236105,65356,236099,
2084,236111,81.85496,236111,53,236111,65356,236109,
2097,236115,81.7012,236115,53,236115,65356,236109,
2093,236117,81.7012,236117,52,236117,65353,236117,
2051,236127,81.54744,236127,52,236127,65350,236127,
2085,236131,81.54744,236131,52,236131,65351,236129,
2124,236135,81.7012,236135,53,236135,65351,236129,
2123,236137,81.39368000000002,236137,53,236137,65339,236137,
2101,236139,81.54744,236139,52,236139,65361,236139,
2146,236175,81.00928000000002,236175,53,236175,65342,236172,
2158,236177,81.08616,236177,52,236177,65342,236172,
2069,236185,81.00928000000002,236185,53,236185,65335,236182,
2176,236217,80.548,236217,52,236217,65332,236212,
2096,236231,80.39424,236231,52,236231,65389,236232,
2108,236241,80.31736000000001,236241,52,236241,65349,236241,
2041,236279,80.08672000000001,236279,52,236279,65384,236279,
2012,236289,79.70232000000001,236289,53,236289,65395,236289,
2066,236317,79.47167999999999,236317,53,236317,65388,236311,
2088,236331,79.31792000000002,236331,52,236331,65384,236331,
2074,236339,79.24104,236339,53,236339,65397,236339,
2072,236341,79.24104,236341,53,236341,65395,236341,
2265,236347,79.24104,236347,53,236347,65395,236341,
2522,236351,79.08727999999999,236351,53,236351,65410,236351,
2141,236411,78.31848,236411,53,236411,65383,236411,
2104,236441,78.31848,236441,54,236441,65390,236441,
2109,236486,77.8572,236486,53,236486,65382,236480,
2132,236489,78.01096000000001,236489,54,236489,65389,236490,
2170,236519,78.08784,236519,56,236519,65413,236520,
2142,236521,78.01096000000001,236521,56,236521,65413,236520,
2120,236525,78.08784,236525,57,236525,65413,236520,
2242,236537,78.626,236537,58,236537,65394,236537,
2205,236541,78.77976000000001,236541,58,236541,65413,236539,
2181,236545,79.0104,236545,59,236545,65413,236539,
2230,236551,79.08727999999999,236551,59,236551,65419,236549,
